YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2004,6,2,234.1
2004,6,3,273.75
2004,6,4,268.12
2004,6,5,243.55
2004,6,6,241.74
2004,6,7,199.56
2004,6,8,231.4
2004,6,9,209.05
2004,6,10,161.8
2004,6,11,202.08
2004,6,12,264.58
2004,6,13,175.57
2004,6,14,106.7
2004,6,15,102.91
2004,6,16,157.65
2004,6,17,184.84
2004,6,18,232.25
2004,6,19,228.2
2004,6,20,189.38
2004,6,21,218.57
2004,6,22,212.59
2004,6,23,162.8
2004,6,24,218.54
2004,6,25,261.87
2004,6,26,239.06
2004,6,27,184.2
2004,6,28,156.97
2004,6,29,169.68
2004,6,30,248.91
2004,7,1,257.67
2004,7,2,262.43
2004,7,3,248.73
2004,7,4,191.65
2004,7,5,167.02
2004,7,6,139.43
2004,7,7,206.17
2004,7,8,255.29
2004,7,9,243.8
2004,7,10,187.76
2004,7,11,120.56
2004,7,12,209.24
2004,7,13,172.74
2004,7,14,188.58
2004,7,15,193.21
2004,7,16,259.74
2004,7,17,251.77
2004,7,18,250.75
2004,7,19,233.59
2004,7,20,239.2
2004,7,21,191.84
2004,7,22,178.42
2004,7,23,160.06
2004,7,24,175.38
2004,7,25,190.85
2004,7,26,191.98
2004,7,27,137.47
2004,7,28,235.32
2004,7,29,245.57
2004,7,30,174.77
2004,7,31,196.83
2004,8,1,193.78
2004,8,2,224.62
2004,8,3,199.71
2004,8,4,185.61
2004,8,5,236.17
2004,8,6,218.18
2004,8,7,196.49
2004,8,8,181.06
2004,8,9,201.94
2004,8,10,206.49
2004,8,11,235.24
2004,8,12,225.87
2004,8,13,262.19
2004,8,14,211.12
2004,8,15,140.72
2004,8,16,205.74
2004,8,17,182.51
2004,8,18,223.21
2004,8,19,217.23
2004,8,20,209.52
2004,8,21,187.93
2004,8,22,166.48
2004,8,23,221.61
2004,8,24,216.55
2004,8,25,251.13
2004,8,26,213.12
2004,8,27,258.31
2004,8,28,217.12
2004,8,29,128.91
2004,8,30,138.81
2004,8,31,235.13
2004,9,1,195.76
2004,9,2,133
2004,9,3,154.59
2004,9,4,184.25
2004,9,5,214.49
2004,9,6,204.66
2004,9,7,156.45
2004,9,8,148.52
2004,9,9,117.51
2004,9,10,160.86
2004,9,11,190.5
2004,9,12,141.76
2004,9,13,181.59
2004,9,14,188.95
2004,9,15,180.89
2004,9,16,124.82
2004,9,17,188.73
2004,9,18,233.86
2004,9,19,199.17
2004,9,20,152.61
2004,9,21,185.56
2004,9,22,220.31
2004,9,23,265.76
2004,9,24,263.41
2004,9,25,261.7
2004,9,26,237.95
2004,9,27,236.41
2004,9,28,256.82
2004,9,29,249.12
2004,9,30,221.04
2004,10,1,243.67
2004,10,2,188.07
2004,10,3,214.92
2004,10,4,240.41
2004,10,5,241.34
2004,10,6,240.95
2004,10,7,233.59
2004,10,8,214
2004,10,9,239.76
2004,10,10,239.32
2004,10,11,225.47
2004,10,12,234.23
2004,10,13,215.82
2004,10,14,220.7
2004,10,15,217.15
2004,10,16,223.13
2004,10,17,238.36
2004,10,18,224.98
2004,10,19,198.22
2004,10,20,203.45
2004,10,21,179.33
2004,10,22,212.66
2004,10,23,240.86
2004,10,24,172.34
2004,10,25,230.76
2004,10,26,196.11
2004,10,27,180.14
2004,10,28,197.73
2004,10,29,230.32
2004,10,30,231.07
2004,10,31,232.19
2004,11,1,248.3
2004,11,2,244.65
2004,11,3,238.88
2004,11,4,232.05
2004,11,5,238.88
2004,11,6,230.68
2004,11,7,232.14
2004,11,8,243.9
2004,11,9,239.67
2004,11,10,236.95
2004,11,11,236.07
2004,11,12,233.9
2004,11,13,239.4
2004,11,14,240.98
2004,11,15,223.88
2004,11,16,221.18
2004,11,17,174.16
2004,11,18,226.93
2004,11,19,229.81
2004,11,20,224.48
2004,11,21,224.45
2004,11,22,216.21
2004,11,23,214.89
2004,11,24,212.84
2004,11,25,118.7
2004,11,26,132.55
2004,11,27,187.2
2004,11,28,215.14
2004,11,29,193
2004,11,30,202.82
2004,12,1,188.92
2004,12,2,210.41
2004,12,3,217.9
2004,12,4,187.52
2004,12,5,196.2
2004,12,6,194.15
2004,12,7,193.62
2004,12,8,196.33
2004,12,9,194.5
2004,12,10,202.41
2004,12,11,208.38
2004,12,12,204.88
2004,12,13,199.52
2004,12,14,208.45
2004,12,15,200.41
2004,12,16,205.16
2004,12,17,206.48
2004,12,18,208.73
2004,12,19,216.98
2004,12,20,211.34
2004,12,21,217.27
2004,12,22,217.59
2004,12,23,211.8
2004,12,24,216.59
2004,12,25,220.59
2004,12,26,221.96
2004,12,27,218.45
2004,12,28,219.84
2004,12,29,212.15
2004,12,30,217.16
2004,12,31,214.21
2005,1,1,216.55
2005,1,2,222.8
2005,1,3,215.3
2005,1,4,215.39
2005,1,5,220.16
2005,1,6,214.28
2005,1,7,220.04
2005,1,8,210.67
2005,1,9,215.52
2005,1,10,216.95
2005,1,11,214.16
2005,1,12,200.02
2005,1,13,185.77
2005,1,14,76
2005,1,15,106.71
2005,1,16,180.55
2005,1,17,200.4
2005,1,18,198.26
2005,1,19,177.5
2005,1,20,175.12
2005,1,21,205.98
2005,1,22,216.57
2005,1,23,216.15
2005,1,24,187.26
2005,1,25,180.6
2005,1,26,210.24
2005,1,27,216.5
2005,1,28,212.64
2005,1,29,212.7
2005,1,30,206.49
2005,1,31,207.31
2005,2,1,202.41
2005,2,2,178.59
2005,2,3,188.98
2005,2,4,194.92
2005,2,5,196.7
2005,2,6,213
2005,2,7,200.71
2005,2,8,222.74
2005,2,9,223.73
2005,2,10,198.44
2005,2,11,218.7
2005,2,12,225.59
2005,2,13,229.45
2005,2,14,198.06
2005,2,15,223.9
2005,2,16,243.3
2005,2,17,241.98
2005,2,18,230.57
2005,2,19,215.04
2005,2,20,180.16
2005,2,21,203.59
2005,2,22,225.73
2005,2,23,217.37
2005,2,24,238.85
2005,2,25,243.26
2005,2,26,236.98
2005,2,27,230.2
2005,2,28,219.83
2005,3,1,208.23
2005,3,2,192.82
2005,3,3,138.12
2005,3,4,105.17
2005,3,5,203.79
2005,3,6,258.04
2005,3,7,244.07
2005,3,8,241.41
2005,3,9,224.36
2005,3,10,199.3
2005,3,11,217.05
2005,3,12,219.8
2005,3,13,206.45
2005,3,14,151.18
2005,3,15,203.49
2005,3,16,167.86
2005,3,17,197.44
2005,3,18,165.38
2005,3,19,236.76
2005,3,20,256.13
2005,3,21,213.46
2005,3,22,223.55
2005,3,23,233.62
2005,3,24,169.22
2005,3,25,121.91
2005,3,26,217.75
2005,3,27,188.62
2005,3,28,231.63
2005,3,29,235.58
2005,3,30,245.7
2005,3,31,249.02
2005,4,1,190.86
2005,4,2,167.92
2005,4,3,203.7
2005,4,4,78.87
2005,4,5,72.1
2005,4,6,265.27
2005,4,7,284.2
2005,4,8,253.34
2005,4,9,260.05
2005,4,10,269.51
2005,4,11,261.88
2005,4,12,262.52
2005,4,13,172.63
2005,4,14,239.19
2005,4,15,218.65
2005,4,16,194.27
2005,4,17,201.23
2005,4,18,230.62
2005,4,19,193.21
2005,4,20,254.2
2005,4,21,250.16
2005,4,22,220.7
2005,4,23,217.77
2005,4,24,236.86
2005,4,25,256.83
2005,4,26,211.11
2005,4,27,241.58
2005,4,28,256.42
2005,4,29,256.66
2005,4,30,276.21
2005,5,1,264.09
2005,5,2,248.62
2005,5,3,240.14
2005,5,4,260.28
2005,5,5,242.73
2005,5,6,249.82
2005,5,7,219.66
2005,5,8,164.47
2005,5,9,242.08
2005,5,10,275.57
2005,5,11,245.02
2005,5,12,219.28
2005,5,13,229.52
2005,5,14,147.49
2005,5,15,201.47
2005,5,16,224.2
2005,5,17,241.52
2005,5,18,239.55
2005,5,19,251.8
2005,5,20,232.07
2005,5,21,232.95
2005,5,22,175.08
2005,5,23,205.52
2005,5,24,267.71
2005,5,25,287.91
2005,5,26,280.46
2005,5,27,275.05
2005,5,28,204.52
2005,5,29,193.48
2005,5,30,144.56
2005,5,31,214.33
2005,6,1,227.57
2005,6,2,218.49
2005,6,3,222.57
2005,6,4,258.89
2005,6,5,255.47
2005,6,6,233.44
2005,6,7,169.45
2005,6,8,132.62
2005,6,9,199.41
2005,6,10,183.05
2005,6,11,227.59
2005,6,12,221.38
2005,6,13,235.62
2005,6,14,161.77
2005,6,15,201.19
2005,6,16,188.15
2005,6,17,204.45
2005,6,18,222.44
2005,6,19,224.26
2005,6,20,242.83
2005,6,21,249.35
2005,6,22,145.43
2005,6,23,166.19
2005,6,24,154.06
2005,6,25,170.36
2005,6,26,215.96
2005,6,27,238.23
2005,6,28,153.76
2005,6,29,208.3
2005,6,30,165.59
2005,7,1,213.38
2005,7,2,161.6
2005,7,3,174.38
2005,7,4,126.15
2005,7,5,178.06
2005,7,6,251.16
2005,7,7,225.88
2005,7,8,241.39
2005,7,9,210.04
2005,7,10,272.84
2005,7,11,218.48
2005,7,12,94.52
2005,7,13,174.49
2005,7,14,244.34
2005,7,15,265.55
2005,7,16,292.55
2005,7,17,289.16
2005,7,18,254.72
2005,7,19,236.23
2005,7,20,242.91
2005,7,21,208.12
2005,7,22,187.73
2005,7,23,154.27
2005,7,24,178.43
2005,7,25,106.43
2005,7,26,109.75
2005,7,27,212.31
2005,7,28,235.64
2005,7,29,239.74
2005,7,30,145.3
2005,7,31,100.31
2005,8,1,166.12
2005,8,2,154.95
2005,8,3,235.84
2005,8,4,193.14
2005,8,5,115.52
2005,8,6,170.27
2005,8,7,122.45
2005,8,8,147.38
2005,8,9,127.4
2005,8,10,157.05
2005,8,11,165.47
2005,8,12,128.29
2005,8,13,188.05
2005,8,14,156.27
2005,8,15,170.06
2005,8,16,144.77
2005,8,17,104.62
2005,8,18,157.06
2005,8,19,174.2
2005,8,20,161.86
2005,8,21,195.72
2005,8,22,179.09
2005,8,23,238.2
2005,8,24,278.37
2005,8,25,245.17
2005,8,26,206.58
2005,8,27,262.27
2005,8,28,209.57
2005,8,29,152.45
2005,8,30,198.25
2005,8,31,173.44
2005,9,1,220.23
2005,9,2,167.19
2005,9,3,160.95
2005,9,4,181.71
2005,9,5,201.83
2005,9,6,131.3
2005,9,7,179.89
2005,9,8,162.62
2005,9,9,138.14
2005,9,10,128.48
2005,9,11,159.08
2005,9,12,202.2
2005,9,13,101.6
2005,9,14,107.86
2005,9,15,173.59
2005,9,16,219.74
2005,9,17,237.81
2005,9,18,130.04
2005,9,19,121.96
2005,9,20,192.99
2005,9,21,180.92
2005,9,22,230.8
2005,9,23,217.12
2005,9,24,232.21
2005,9,25,210.48
2005,9,26,186.7
2005,9,27,123.62
2005,9,28,144.92
2005,9,29,183.88
2005,9,30,170.23
2005,10,1,254.91
2005,10,2,245.2
2005,10,3,206.29
2005,10,4,234.77
2005,10,5,229.05
2005,10,6,219.53
2005,10,7,214.76
2005,10,8,110.26
2005,10,9,194.33
2005,10,10,237.38
2005,10,11,217.45
2005,10,12,172.91
2005,10,13,196.5
2005,10,14,248.66
2005,10,15,241.4
2005,10,16,245.7
2005,10,17,245.25
2005,10,18,232.59
2005,10,19,228.59
2005,10,20,215.76
2005,10,21,244.91
2005,10,22,242.84
2005,10,23,201.8
2005,10,24,145.67
2005,10,25,184.3
2005,10,26,223.05
2005,10,27,243.43
2005,10,28,238.62
2005,10,29,225.68
2005,10,30,217.71
2005,10,31,218.48
2005,11,1,201.03
2005,11,2,195.84
2005,11,3,152.8
2005,11,4,200.88
2005,11,5,159.04
2005,11,6,202.42
2005,11,7,148.97
2005,11,8,190.41
2005,11,9,214.69
2005,11,10,209.21
2005,11,11,210.8
2005,11,12,206.88
2005,11,13,195.04
2005,11,14,183.73
2005,11,15,209.82
2005,11,16,207.8
2005,11,17,216.67
2005,11,18,120.85
2005,11,19,168.97
2005,11,20,224.88
2005,11,21,214.95
2005,11,22,225.96
2005,11,23,198.45
2005,11,24,216.36
2005,11,25,152.27
2005,11,26,155.41
2005,11,27,220.32
2005,11,28,214.76
2005,11,29,204.25
2005,11,30,200.98
2005,12,1,224.43
2005,12,2,216.99
2005,12,3,219.1
2005,12,4,180.95
2005,12,5,159.26
2005,12,6,190.7
2005,12,7,214.41
2005,12,8,219.23
2005,12,9,221.6
2005,12,10,196.32
2005,12,11,207.87
2005,12,12,199.12
2005,12,13,201.38
2005,12,14,208.45
2005,12,15,187.75
2005,12,16,198.72
2005,12,17,209.7
2005,12,18,201.64
2005,12,19,202.74
2005,12,20,215.3
2005,12,21,121.34
2005,12,22,136.23
2005,12,23,172.88
2005,12,24,166.68
2005,12,25,154.93
2005,12,26,140.6
2005,12,27,174.64
2005,12,28,207.04
2005,12,29,222.34
2005,12,30,226.86
2005,12,31,224.07
2006,1,1,207.36
2006,1,2,190.16
2006,1,3,224.93
2006,1,4,219.65
2006,1,5,205.44
2006,1,6,150.45
2006,1,7,208.02
2006,1,8,232.72
2006,1,9,232.02
2006,1,10,231.69
2006,1,11,224.26
2006,1,12,233.73
2006,1,13,225.89
2006,1,14,225.91
2006,1,15,224.28
2006,1,16,222.62
2006,1,17,220.85
2006,1,18,227.39
2006,1,19,233.95
2006,1,20,236.69
2006,1,21,234.13
2006,1,22,220.81
2006,1,23,206.48
2006,1,24,236.16
2006,1,25,231.03
2006,1,26,226.79
2006,1,27,198.2
2006,1,28,232.27
2006,1,29,237.67
2006,1,30,235.38
2006,1,31,234.96
2006,2,1,244.28
2006,2,2,242.47
2006,2,3,239.68
2006,2,4,248.47
2006,2,5,250.66
2006,2,6,237.66
2006,2,7,253.94
2006,2,8,233.84
2006,2,9,246.48
2006,2,10,232.79
2006,2,11,236.01
2006,2,12,99.4
2006,2,13,100.34
2006,2,14,234.07
2006,2,15,239.48
2006,2,16,208.66
2006,2,17,146.58
2006,2,18,116.32
2006,2,19,233.3
2006,2,20,263.14
2006,2,21,259.96
2006,2,22,259.52
2006,2,23,255.67
2006,2,24,271.75
2006,2,25,267.15
2006,2,26,206.73
2006,2,27,212.51
2006,2,28,227.38
2006,3,1,169.19
2006,3,2,217.42
2006,3,3,258.48
2006,3,4,240.73
2006,3,5,225.62
2006,3,6,236.48
2006,3,7,233.88
2006,3,8,237.64
2006,3,9,194.57
2006,3,10,237.8
2006,3,11,238.37
2006,3,12,235.55
2006,3,13,195.06
2006,3,14,142.04
2006,3,15,259.52
2006,3,16,277.59
2006,3,17,254.55
2006,3,18,222.05
2006,3,19,250.33
2006,3,20,202.42
2006,3,21,222.37
2006,3,22,242.09
2006,3,23,240.42
2006,3,24,251.13
2006,3,25,246.88
2006,3,26,252.06
2006,3,27,251.55
2006,3,28,167.5
2006,3,29,202.89
2006,3,30,115.59
2006,3,31,211.2
2006,4,1,178.65
2006,4,2,273.16
2006,4,3,266.98
2006,4,4,271.75
2006,4,5,270.59
2006,4,6,255.66
2006,4,7,163.15
2006,4,8,204.77
2006,4,9,217.57
2006,4,10,258.09
2006,4,11,269.59
2006,4,12,269.58
2006,4,13,256.83
2006,4,14,121.74
2006,4,15,94.99
2006,4,16,231.67
2006,4,17,276.94
2006,4,18,253.32
2006,4,19,190.01
2006,4,20,230.9
2006,4,21,190.43
2006,4,22,228.3
2006,4,23,248.81
2006,4,24,184.43
2006,4,25,227.26
2006,4,26,225.16
2006,4,27,279.9
2006,4,28,266.12
2006,4,29,181.27
2006,4,30,258.71
2006,5,1,243.86
2006,5,2,238.69
2006,5,3,274.91
2006,5,4,240.43
2006,5,5,242.45
2006,5,6,263.59
2006,5,7,266.7
2006,5,8,284.1
2006,5,9,214.07
2006,5,10,244.59
2006,5,11,271.93
2006,5,12,285.07
2006,5,13,270.14
2006,5,14,287.6
2006,5,15,266.02
2006,5,16,219.73
2006,5,17,196.41
2006,5,18,105.54
2006,5,19,103.04
2006,5,20,162.92
2006,5,21,201.93
2006,5,22,127.38
2006,5,23,211.61
2006,5,24,242.49
2006,5,25,249.43
2006,5,26,255.35
2006,5,27,257.64
2006,5,28,205.23
2006,5,29,184.97
2006,5,30,195.02
2006,5,31,169.09
2006,6,1,199.56
2006,6,2,238.77
2006,6,3,235.2
2006,6,4,259.01
2006,6,5,261.77
2006,6,6,277.41
2006,6,7,277.72
2006,6,8,268.62
2006,6,9,278
2006,6,10,241.38
2006,6,11,246.02
2006,6,12,255.63
2006,6,13,288.21
2006,6,14,282.95
2006,6,15,244.98
2006,6,16,227.08
2006,6,17,238.09
2006,6,18,180.85
2006,6,19,190.9
2006,6,20,65.46
2006,6,21,223.95
2006,6,22,199.95
2006,6,23,158.76
2006,6,24,239.7
2006,6,25,143.84
2006,6,26,186.7
2006,6,27,220.46
2006,6,28,237.87
2006,6,29,151.7
2006,6,30,161.7
2006,7,1,148.16
2006,7,2,120.33
2006,7,3,223.34
2006,7,4,146.94
2006,7,5,202.85
2006,7,6,189.72
2006,7,7,233.26
2006,7,8,249.62
2006,7,9,229.95
2006,7,10,154.77
2006,7,11,181.88
2006,7,12,220.47
2006,7,13,195.16
2006,7,14,254.98
2006,7,15,209.22
2006,7,16,209.42
2006,7,17,184.23
2006,7,18,193.47
2006,7,19,127.52
2006,7,20,195.12
2006,7,21,202.86
2006,7,22,195.37
2006,7,23,242.03
2006,7,24,220.84
2006,7,25,205.16
2006,7,26,153.38
2006,7,27,132.64
2006,7,28,152.4
2006,7,29,186.22
2006,7,30,149
2006,7,31,167.87
2006,8,1,125.66
2006,8,2,198.7
2006,8,3,181.03
2006,8,4,195.69
2006,8,5,226.47
2006,8,6,214.29
2006,8,7,186.84
2006,8,8,205.7
2006,8,9,194.6
2006,8,10,267.91
2006,8,11,209.26
2006,8,12,209.28
2006,8,13,184.7
2006,8,14,195.53
2006,8,15,187.69
2006,8,16,212.67
2006,8,17,222.02
2006,8,18,178.04
2006,8,19,153.08
2006,8,20,171.77
2006,8,21,161.31
2006,8,22,163.82
2006,8,23,179.41
2006,8,24,218.97
2006,8,25,151.07
2006,8,26,163.52
2006,8,27,190.13
2006,8,28,204.27
2006,8,29,84.73
2006,8,30,71.62
2006,8,31,149.69
2006,9,1,269.45
2006,9,2,280.66
2006,9,3,295.5
2006,9,4,282.23
2006,9,5,254.39
2006,9,6,211.75
2006,9,7,267.23
2006,9,8,247.61
2006,9,9,153.87
2006,9,10,207.47
2006,9,11,179.3
2006,9,12,256.71
2006,9,13,228.48
2006,9,14,240.24
2006,9,15,226.32
2006,9,16,222.14
2006,9,17,189.26
2006,9,18,157.97
2006,9,19,176.82
2006,9,20,166.96
2006,9,21,151.88
2006,9,22,141.72
2006,9,23,227.45
2006,9,24,209.12
2006,9,25,47.47
2006,9,26,136.68
2006,9,27,163.54
2006,9,28,168.98
2006,9,29,175.97
2006,9,30,200.53
2006,10,1,158.12
2006,10,2,61.95
2006,10,3,141.21
2006,10,4,140.9
2006,10,5,199.91
2006,10,6,187.18
2006,10,7,132.28
2006,10,8,163.91
2006,10,9,60.84
2006,10,10,171.27
2006,10,11,193.23
2006,10,12,215.92
2006,10,13,243.47
2006,10,14,247.48
2006,10,15,245.65
2006,10,16,241.05
2006,10,17,251.28
2006,10,18,245.68
2006,10,19,235.91
2006,10,20,242.94
2006,10,21,243.27
2006,10,22,245.07
2006,10,23,252.09
2006,10,24,229.63
2006,10,25,244.98
2006,10,26,218.35
2006,10,27,220.86
2006,10,28,212.56
2006,10,29,231.73
2006,10,30,219.58
2006,10,31,193.41
2006,11,1,180.17
2006,11,2,222.57
2006,11,3,239.38
2006,11,4,237.16
2006,11,5,236.12
2006,11,6,229.96
2006,11,7,213.66
2006,11,8,218.48
2006,11,9,195.88
2006,11,10,221.12
2006,11,11,237.16
2006,11,12,209.1
2006,11,13,197.41
2006,11,14,191.4
2006,11,15,227.13
2006,11,16,225.15
2006,11,17,228.17
2006,11,18,229.44
2006,11,19,222.54
2006,11,20,214.09
2006,11,21,186.69
2006,11,22,205.91
2006,11,23,204.72
2006,11,24,180.48
2006,11,25,192.06
2006,11,26,198.23
2006,11,27,211.41
2006,11,28,208.61
2006,11,29,198.3
2006,11,30,205.26
2006,12,1,211.77
2006,12,2,189.09
2006,12,3,170.73
2006,12,4,217.77
2006,12,5,210.47
2006,12,6,152.33
2006,12,7,166.93
2006,12,8,210.16
2006,12,9,219.17
2006,12,10,195.22
2006,12,11,212.61
2006,12,12,207.23
2006,12,13,205.02
2006,12,14,204.68
2006,12,15,217.27
2006,12,16,206.05
2006,12,17,188.95
2006,12,18,183.07
2006,12,19,200.11
2006,12,20,192.89
2006,12,21,216.27
2006,12,22,217.42
2006,12,23,220.93
2006,12,24,207.9
2006,12,25,214.85
2006,12,26,216.4
2006,12,27,216.8
2006,12,28,195.68
2006,12,29,190.94
2006,12,30,211.77
2006,12,31,217.22
2007,1,1,201.04
2007,1,2,217.62
2007,1,3,231.3
2007,1,4,216.38
2007,1,5,221.66
2007,1,6,205.59
2007,1,7,214.34
2007,1,8,188.04
2007,1,9,213.73
2007,1,10,220.27
2007,1,11,230.72
2007,1,12,227.09
2007,1,13,224.18
2007,1,14,220.82
2007,1,15,230.54
2007,1,16,226.56
2007,1,17,231.51
2007,1,18,231.07
2007,1,19,230.52
2007,1,20,207.86
2007,1,21,171.16
2007,1,22,144.31
2007,1,23,202.57
2007,1,24,226.49
2007,1,25,232.22
2007,1,26,232.5
2007,1,27,225.81
2007,1,28,187.18
2007,1,29,234.59
2007,1,30,236.9
2007,1,31,244.46
2007,2,1,229.45
2007,2,2,211.11
2007,2,3,223.09
2007,2,4,225.96
2007,2,5,235.56
2007,2,6,225.73
2007,2,7,204.3
2007,2,8,230.1
2007,2,9,238.45
2007,2,10,242.41
2007,2,11,242.21
2007,2,12,228.88
2007,2,13,198.15
2007,2,14,190.48
2007,2,15,225.71
2007,2,16,224.79
2007,2,17,246.67
2007,2,18,250.22
2007,2,19,243.17
2007,2,20,219.1
2007,2,21,204.37
2007,2,22,210.88
2007,2,23,201.38
2007,2,24,212.84
2007,2,25,191.78
2007,2,26,208.74
2007,2,27,183.45
2007,2,28,159.71
2007,3,1,222.84
2007,3,2,193.16
2007,3,3,233.29
2007,3,4,222.52
2007,3,5,223.76
2007,3,6,215.5
2007,3,7,232.38
2007,3,8,215.52
2007,3,9,238.18
2007,3,10,211.1
2007,3,11,195.75
2007,3,12,197.73
2007,3,13,205.73
2007,3,14,225.59
2007,3,15,228.3
2007,3,16,237.45
2007,3,17,239.76
2007,3,18,209.72
2007,3,19,231.49
2007,3,20,124.24
2007,3,21,260.48
2007,3,22,265.94
2007,3,23,257.62
2007,3,24,214.22
2007,3,25,251.27
2007,3,26,267.52
2007,3,27,273.84
2007,3,28,153.05
2007,3,29,217.38
2007,3,30,274.02
2007,3,31,281.88
2007,4,1,296.68
2007,4,2,297.57
2007,4,3,253.83
2007,4,4,250.95
2007,4,5,271.56
2007,4,6,245.93
2007,4,7,235.07
2007,4,8,240.29
2007,4,9,240.99
2007,4,10,205
2007,4,11,107.8
2007,4,12,127.62
2007,4,13,181.57
2007,4,14,171.27
2007,4,15,249.23
2007,4,16,257.62
2007,4,17,234.17
2007,4,18,243.32
2007,4,19,184.89
2007,4,20,256.37
2007,4,21,267.27
2007,4,22,295.6
2007,4,23,275.67
2007,4,24,288.36
2007,4,25,164.66
2007,4,26,277.79
2007,4,27,268.76
2007,4,28,246.37
2007,4,29,177.2
2007,4,30,172.21
2007,5,1,127.43
2007,5,2,183.59
2007,5,3,168.48
2007,5,4,126.52
2007,5,5,136.61
2007,5,6,100.65
2007,5,7,184.41
2007,5,8,264.24
2007,5,9,254.05
2007,5,10,272.12
2007,5,11,178.55
2007,5,12,165
2007,5,13,138.38
2007,5,14,232.31
2007,5,15,190.82
2007,5,16,242.86
2007,5,17,248.79
2007,5,18,280.82
2007,5,19,257.55
2007,5,20,255.15
2007,5,21,274.06
2007,5,22,205.33
2007,5,23,275.59
2007,5,24,295.9
2007,5,25,294.16
2007,5,26,278.88
2007,5,27,204.36
2007,5,28,192.15
2007,5,29,169.03
2007,5,30,191.7
2007,5,31,216.34
2007,6,1,223.65
2007,6,2,252.37
2007,6,3,277.99
2007,6,4,227.37
2007,6,5,243.2
2007,6,6,281.9
2007,6,7,288.6
2007,6,8,294.16
2007,6,9,279.76
2007,6,10,264.08
2007,6,11,260.57
2007,6,12,187.64
2007,6,13,230.79
2007,6,14,214.29
2007,6,15,230.23
2007,6,16,205.18
2007,6,17,213.42
2007,6,18,220.42
2007,6,19,195.63
2007,6,20,222.63
2007,6,21,263.96
2007,6,22,250.16
2007,6,23,222.96
2007,6,24,154.34
2007,6,25,199.6
2007,6,26,150.12
2007,6,27,143.89
2007,6,28,175.67
2007,6,29,194.5
2007,6,30,220.15
2007,7,1,186.53
2007,7,2,191.15
2007,7,3,210.49
2007,7,4,205.99
2007,7,5,180.11
2007,7,6,154.42
2007,7,7,216.44
2007,7,8,257.41
2007,7,9,292.41
2007,7,10,287.58
2007,7,11,252.04
2007,7,12,266.2
2007,7,13,248.2
2007,7,14,235.22
2007,7,15,252.88
2007,7,16,214.33
2007,7,17,162.2
2007,7,18,244.75
2007,7,19,204.34
2007,7,20,221.93
2007,7,21,197.6
2007,7,22,219.82
2007,7,23,208.29
2007,7,24,272.83
2007,7,25,273.73
2007,7,26,258.73
2007,7,27,217.13
2007,7,28,202.73
2007,7,29,236.42
2007,7,30,175.27
2007,7,31,185.97
2007,8,1,173.35
2007,8,2,187.47
2007,8,3,190.35
2007,8,4,226.44
2007,8,5,212.97
2007,8,6,124.17
2007,8,7,78.4
2007,8,8,93.74
2007,8,9,169.8
2007,8,10,187.7
2007,8,11,130.66
2007,8,12,212.59
2007,8,13,244.54
2007,8,14,271.94
2007,8,15,158.99
2007,8,16,84.41
2007,8,17,175.07
2007,8,18,228.23
2007,8,19,231.46
2007,8,20,206.54
2007,8,21,205.95
2007,8,22,195.26
2007,8,23,208.74
2007,8,24,168.12
2007,8,25,228.37
2007,8,26,254.73
2007,8,27,230.34
2007,8,28,161.06
2007,8,29,57.48
2007,8,30,179.17
2007,8,31,228.68
2007,9,1,237.2
2007,9,2,183.73
2007,9,3,182.42
2007,9,4,168.02
2007,9,5,212.08
2007,9,6,130.45
2007,9,7,221.62
2007,9,8,272.46
2007,9,9,110.48
2007,9,10,143.08
2007,9,11,119.7
2007,9,12,184.54
2007,9,13,102.67
2007,9,14,207.29
2007,9,15,178.67
2007,9,16,164.42
2007,9,17,172.02
2007,9,18,148.7
2007,9,19,146.16
2007,9,20,171.77
2007,9,21,268.65
2007,9,22,250.22
2007,9,23,246.82
2007,9,24,241.04
2007,9,25,191.19
2007,9,26,197.7
2007,9,27,165.64
2007,9,28,164.47
2007,9,29,181.27
2007,9,30,209.13
2007,10,1,179.24
2007,10,2,126.08
2007,10,3,64.84
2007,10,4,67.8
2007,10,5,139.99
2007,10,6,149.04
2007,10,7,183.62
2007,10,8,168.97
2007,10,9,121.39
2007,10,10,166.88
2007,10,11,141.55
2007,10,12,162.18
2007,10,13,205.64
2007,10,14,168.39
2007,10,15,185.6
2007,10,16,184.21
2007,10,17,200.11
2007,10,18,249.22
2007,10,19,226.08
2007,10,20,226.78
2007,10,21,237.1
2007,10,22,201.62
2007,10,23,203.01
2007,10,24,241.94
2007,10,25,205.9
2007,10,26,183.72
2007,10,27,227.73
2007,10,28,225.92
2007,10,29,206.88
2007,10,30,176.88
2007,10,31,75.18
2007,11,1,148.47
2007,11,2,154.01
2007,11,3,225.15
2007,11,4,229.23
2007,11,5,234.85
2007,11,6,236.7
2007,11,7,237.7
2007,11,8,249.56
2007,11,9,233.29
2007,11,10,211.84
2007,11,11,149.34
2007,11,12,145.52
2007,11,13,117.48
2007,11,14,142.62
2007,11,15,222.84
2007,11,16,234.16
2007,11,17,197.95
2007,11,18,109.75
2007,11,19,125.14
2007,11,20,213.95
2007,11,21,182.98
2007,11,22,189.56
2007,11,23,210.82
2007,11,24,198.61
