YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2011,5,19,156.88
2011,5,20,247.37
2011,5,21,242.53
2011,5,22,247.28
2011,5,23,230.19
2011,5,24,195.86
2011,5,25,235.38
2011,5,26,159.19
2011,5,27,253.7
2011,5,28,249.1
2011,5,29,209.09
2011,5,30,216.68
2011,5,31,243.06
2011,6,1,185.82
2011,6,2,218.3
2011,6,3,154.7
2011,6,4,224.6
2011,6,5,212.91
2011,6,6,197.86
2011,6,7,197.49
2011,6,8,235.58
2011,6,9,223.21
2011,6,10,208.27
2011,6,11,250.07
2011,6,12,255
2011,6,13,202.63
2011,6,14,227.76
2011,6,15,232.34
2011,6,16,213.45
2011,6,17,204.81
2011,6,18,239.82
2011,6,19,235.02
2011,6,20,205.63
2011,6,21,253.19
2011,6,22,237.91
2011,6,23,210.61
2011,6,24,132.23
2011,6,25,86.61
2011,6,26,165.27
2011,6,27,161.23
2011,6,28,229.45
2011,6,29,168.34
2011,6,30,135.23
2011,7,1,98.54
2011,7,2,206.16
2011,7,3,228.47
2011,7,4,284.13
2011,7,5,298.09
2011,7,6,295.84
2011,7,7,282.87
2011,7,8,277.61
2011,7,9,199.48
2011,7,10,252.99
2011,7,11,235.05
2011,7,12,170.64
2011,7,13,158.77
2011,7,14,154.85
2011,7,15,140.92
2011,7,16,207.52
2011,7,17,208.16
2011,7,18,183.55
2011,7,19,175.34
2011,7,20,205.32
2011,7,21,204.29
2011,7,22,179.72
2011,7,23,198.02
2011,7,24,219.15
2011,7,25,219.41
2011,7,26,260.8
2011,7,27,247.59
2011,7,28,239.23
2011,7,29,213.21
2011,7,30,70.76
2011,7,31,70.45
2011,8,1,137.05
2011,8,2,132.73
2011,8,3,169
2011,8,4,262.24
2011,8,5,250.16
2011,8,6,183.48
2011,8,7,196.38
2011,8,8,172.62
2011,8,9,160.6
2011,8,10,137.12
2011,8,11,131.2
2011,8,12,194.22
2011,8,13,215.7
2011,8,14,241.15
2011,8,15,162.02
2011,8,16,159.88
2011,8,17,135.91
2011,8,18,203
2011,8,19,128.61
2011,8,20,191.48
2011,8,21,189.95
2011,8,22,243.05
2011,8,23,264.09
2011,8,24,254.05
2011,8,25,174.66
2011,8,26,162.74
2011,8,27,103.84
2011,8,28,226.53
2011,8,29,202.07
2011,8,30,161.05
2011,8,31,221.19
2011,9,1,127.7
2011,9,2,189.94
2011,9,3,197.45
2011,9,4,169.92
2011,9,5,154.29
2011,9,6,180.98
2011,9,7,161.81
2011,9,8,167.89
2011,9,9,150.5
2011,9,10,202.13
2011,9,11,156.01
2011,9,12,171.5
2011,9,13,199.17
2011,9,14,145.45
2011,9,15,143.59
2011,9,16,201.02
2011,9,17,187.81
2011,9,18,205.64
2011,9,19,170.79
2011,9,20,129.59
2011,9,21,180.23
2011,9,22,138.01
2011,9,23,180.77
2011,9,24,186.6
2011,9,25,178.9
2011,9,26,175.9
2011,9,27,101.56
2011,9,28,166.12
2011,9,29,203.55
2011,9,30,219.8
2011,10,1,143.93
2011,10,2,88.46
2011,10,3,121.08
2011,10,4,197.59
2011,10,5,125.22
2011,10,6,116.43
2011,10,7,103.44
2011,10,8,192.47
2011,10,9,182.57
2011,10,10,235.37
2011,10,11,201.93
2011,10,12,169.8
2011,10,13,116.26
2011,10,14,146.66
2011,10,15,179.24
2011,10,16,108.12
2011,10,17,83.77
2011,10,18,164.78
2011,10,19,223.6
2011,10,20,220.2
2011,10,21,239.8
2011,10,22,239.56
2011,10,23,245.22
2011,10,24,238.71
2011,10,25,187.59
2011,10,26,240.31
2011,10,27,237.45
2011,10,28,186.22
2011,10,29,214.54
2011,10,30,234.98
2011,10,31,228.66
2011,11,1,236.76
2011,11,2,238.27
2011,11,3,239.41
2011,11,4,235.29
2011,11,5,235.22
2011,11,6,203.07
2011,11,7,176.31
2011,11,8,202.34
2011,11,9,155.27
2011,11,10,145.7
2011,11,11,231.87
2011,11,12,237.3
2011,11,13,239.77
2011,11,14,236.49
2011,11,15,222.23
2011,11,16,223.66
2011,11,17,223.41
2011,11,18,230.52
2011,11,19,213
2011,11,20,203.3
2011,11,21,218.23
2011,11,22,170.41
2011,11,23,166.19
2011,11,24,181.95
2011,11,25,212.41
2011,11,26,223.66
2011,11,27,224.52
2011,11,28,226.82
2011,11,29,210.85
2011,11,30,224.42
2011,12,1,223.23
2011,12,2,219.64
2011,12,3,215.42
2011,12,4,220.91
2011,12,5,208.3
2011,12,6,198.01
2011,12,7,145.92
2011,12,8,165.06
2011,12,9,176.09
2011,12,10,208.94
2011,12,11,212.55
2011,12,12,220.59
2011,12,13,210.3
2011,12,14,141.42
2011,12,15,181.84
2011,12,16,159.31
2011,12,17,189.3
2011,12,18,205.91
2011,12,19,214.26
2011,12,20,208.7
2011,12,21,186.91
2011,12,22,178.04
2011,12,23,184.3
2011,12,24,183.16
2011,12,25,197.23
2011,12,26,205.55
2011,12,27,218.26
2011,12,28,220.13
2011,12,29,221.98
2011,12,30,211.94
2011,12,31,220.69
2012,1,1,203.8
2012,1,2,193.41
2012,1,3,179.49
2012,1,4,173.7
2012,1,5,188.08
2012,1,6,224.81
2012,1,7,211.01
2012,1,8,227.31
2012,1,9,229.1
2012,1,10,219.45
2012,1,11,150.64
2012,1,12,169.51
2012,1,13,121.62
2012,1,14,207.57
2012,1,15,115.02
2012,1,16,205.49
2012,1,17,203.36
2012,1,18,172.93
2012,1,19,178.39
2012,1,20,140.5
2012,1,21,161.21
2012,1,22,188.75
2012,1,23,177.74
2012,1,24,211.54
2012,1,25,203.86
2012,1,26,195.84
2012,1,27,220
2012,1,28,162.57
2012,1,29,189.41
2012,1,30,157.17
2012,1,31,122.49
2012,2,1,211.66
2012,2,2,194.91
2012,2,3,153.55
2012,2,4,175.61
2012,2,5,218.26
2012,2,6,238.92
2012,2,7,246.71
2012,2,8,232.61
2012,2,9,215.23
2012,2,10,222.31
2012,2,11,245.3
2012,2,12,250.48
2012,2,13,246.23
2012,2,14,248.61
2012,2,15,245.59
2012,2,16,240.02
2012,2,17,244.18
2012,2,18,219.27
2012,2,19,244.17
2012,2,20,261.12
2012,2,21,267.34
2012,2,22,259.98
2012,2,23,241.91
2012,2,24,232.35
2012,2,25,233.11
2012,2,26,224.22
2012,2,27,170.86
2012,2,28,189.8
2012,2,29,240.55
2012,3,1,203.82
2012,3,2,207.32
2012,3,3,201.54
2012,3,4,226.05
2012,3,5,228.58
2012,3,6,224.07
2012,3,7,231.45
2012,3,8,170.46
2012,3,9,152.34
2012,3,10,151.3
2012,3,11,223.27
2012,3,12,244.8
2012,3,13,233.81
2012,3,14,229.87
2012,3,15,190.3
2012,3,16,188.05
2012,3,17,221.18
2012,3,18,257.3
2012,3,19,239.38
2012,3,20,260.23
2012,3,21,253.68
2012,3,22,252.75
2012,3,23,266.69
2012,3,24,218.23
2012,3,25,261.55
2012,3,26,244.05
2012,3,27,256.11
2012,3,28,252.57
2012,3,29,252.27
2012,3,30,214.16
2012,3,31,163.52
2012,4,1,223.16
2012,4,2,253.91
2012,4,3,227.8
2012,4,4,132.44
2012,4,5,125.23
2012,4,6,193.18
2012,4,7,66.74
2012,4,8,242.46
2012,4,9,268.35
2012,4,10,263.75
2012,4,11,234.16
2012,4,12,273.64
2012,4,13,243.77
2012,4,14,223.91
2012,4,15,186.11
2012,4,16,230.82
2012,4,17,258.7
2012,4,18,262.47
2012,4,19,290.41
2012,4,20,284.33
2012,4,21,254.48
2012,4,22,249.39
2012,4,23,268.4
2012,4,24,285.02
2012,4,25,255.25
2012,4,26,237.74
2012,4,27,140.56
2012,4,28,202.81
2012,4,29,225.65
2012,4,30,273.02
2012,5,1,275.96
2012,5,2,249.63
2012,5,3,259.36
2012,5,4,267.11
2012,5,5,226.03
2012,5,6,134.52
2012,5,7,192.26
2012,5,8,203.94
2012,5,9,173.24
2012,5,10,262.04
2012,5,11,275.55
2012,5,12,249.29
2012,5,13,258.48
2012,5,14,266.82
2012,5,15,182.59
2012,5,16,235.1
2012,5,17,200.97
2012,5,18,223.76
2012,5,19,233.55
2012,5,20,245.02
2012,5,21,259.12
2012,5,22,206.2
2012,5,23,201.31
2012,5,24,200.33
2012,5,25,209.6
2012,5,26,211.8
2012,5,27,171.9
2012,5,28,199.54
2012,5,29,230.2
2012,5,30,221.52
2012,5,31,127.6
2012,6,1,126.38
2012,6,2,202.07
2012,6,3,205.96
2012,6,4,219.92
2012,6,5,212.44
2012,6,6,241.05
2012,6,7,223.24
2012,6,8,176.88
2012,6,9,221.55
2012,6,10,196.72
2012,6,11,236.5
2012,6,12,266.48
2012,6,13,205.44
2012,6,14,258.11
2012,6,15,240.42
2012,6,16,200.05
2012,6,17,168.5
2012,6,18,170.91
2012,6,19,189.93
2012,6,20,171.59
2012,6,21,179.62
2012,6,22,163.88
2012,6,23,167.38
2012,6,24,86.68
2012,6,25,180
2012,6,26,152.56
2012,6,27,148.98
2012,6,28,208.27
2012,6,29,236.53
2012,6,30,182.62
2012,7,1,176.57
2012,7,2,135.34
2012,7,3,167.05
2012,7,4,171.23
2012,7,5,181.72
2012,7,6,184.3
2012,7,7,243.86
2012,7,8,182.02
2012,7,9,208.89
2012,7,10,266.83
2012,7,11,271.48
2012,7,12,246.6
2012,7,13,237.45
2012,7,14,247.29
2012,7,15,270.36
2012,7,16,258.02
2012,7,17,250.34
2012,7,18,225.33
2012,7,19,223.59
2012,7,20,256.31
2012,7,21,252.34
2012,7,22,240.34
2012,7,23,125.11
2012,7,24,141.37
2012,7,25,145.84
2012,7,26,208.13
2012,7,27,225.08
2012,7,28,196.95
2012,7,29,147.98
2012,7,30,127.69
2012,7,31,125.31
2012,8,1,195.52
2012,8,2,213.32
2012,8,3,174.59
2012,8,4,164.76
2012,8,5,190.86
2012,8,6,161.3
2012,8,7,134.41
2012,8,8,80.3
2012,8,9,120.87
2012,8,10,151.72
2012,8,11,168.12
2012,8,12,149.51
2012,8,13,223.78
2012,8,14,224.02
2012,8,15,196.26
2012,8,16,173.44
2012,8,17,182.45
2012,8,18,181.33
2012,8,19,224.97
2012,8,20,232.34
2012,8,21,267.84
2012,8,22,248.67
2012,8,23,159.57
2012,8,24,210.23
2012,8,25,182.11
2012,8,26,203.75
2012,8,27,214.9
2012,8,28,183.47
2012,8,29,192.88
2012,8,30,228.22
2012,8,31,191.16
2012,9,1,190.09
2012,9,2,103.08
2012,9,3,195.04
2012,9,4,231.17
2012,9,5,185.17
2012,9,6,167.3
2012,9,7,133.48
2012,9,8,215.98
2012,9,9,145.05
2012,9,10,267.48
2012,9,11,193.7
2012,9,12,184.55
2012,9,13,245.69
2012,9,14,205.01
2012,9,15,213.65
2012,9,16,181.77
2012,9,17,236.6
2012,9,18,223.99
2012,9,19,231.88
2012,9,20,210.44
2012,9,21,193.54
2012,9,22,227.73
2012,9,23,150.49
2012,9,24,220.2
2012,9,25,200.42
2012,9,26,232.98
2012,9,27,171.46
2012,9,28,167.15
2012,9,29,205.18
2012,9,30,209.29
2012,10,1,228.64
2012,10,2,245.69
2012,10,3,220.97
2012,10,4,181.91
2012,10,5,187.45
2012,10,6,204.91
2012,10,7,165.63
2012,10,8,135.05
2012,10,9,186.61
2012,10,10,243.94
2012,10,11,229.12
2012,10,12,233.7
2012,10,13,227.54
2012,10,14,231.48
2012,10,15,234.25
2012,10,16,247.63
2012,10,17,248.06
2012,10,18,228.82
2012,10,19,226.56
2012,10,20,233.97
2012,10,21,240.59
2012,10,22,206.6
2012,10,23,241.44
2012,10,24,238.26
2012,10,25,251.7
2012,10,26,227.86
2012,10,27,248.6
2012,10,28,220.16
2012,10,29,217.27
2012,10,30,219.91
2012,10,31,221.91
2012,11,1,226.98
2012,11,2,232.3
2012,11,3,239.45
2012,11,4,235.52
2012,11,5,231.15
2012,11,6,225.86
2012,11,7,232.77
2012,11,8,222.38
2012,11,9,186.01
2012,11,10,211.78
2012,11,11,190.95
2012,11,12,196.95
2012,11,13,186.41
2012,11,14,185.22
2012,11,15,204.84
2012,11,16,172.62
2012,11,17,114.59
2012,11,18,180.38
2012,11,19,176.55
2012,11,20,200.78
2012,11,21,214.66
2012,11,22,203.89
2012,11,23,189.7
2012,11,24,127.58
2012,11,25,152.05
2012,11,26,198.88
2012,11,27,192.75
2012,11,28,189.31
2012,11,29,158.93
2012,11,30,178.61
2012,12,1,207.35
2012,12,2,191.16
2012,12,3,184.15
2012,12,4,154.52
2012,12,5,192.62
2012,12,6,206.41
2012,12,7,195.23
2012,12,8,202.88
2012,12,9,203.09
2012,12,10,196.09
2012,12,11,194.64
2012,12,12,178.13
2012,12,13,213.07
2012,12,14,209.29
2012,12,15,218.37
2012,12,16,215.76
2012,12,17,217.35
2012,12,18,214.31
2012,12,19,219.04
2012,12,20,224.95
2012,12,21,226.25
2012,12,22,210.46
2012,12,23,149.05
2012,12,24,210.84
2012,12,25,206.38
2012,12,26,183.59
2012,12,27,215.88
2012,12,28,211.59
2012,12,29,221.83
2012,12,30,206.34
2012,12,31,204.06
2013,1,1,203.52
2013,1,2,222.41
2013,1,3,220.94
2013,1,4,213.16
2013,1,5,227.23
2013,1,6,192.84
2013,1,7,220.23
2013,1,8,218.9
2013,1,9,207.48
2013,1,10,211.47
2013,1,11,201.94
2013,1,12,170.26
2013,1,13,205.69
2013,1,14,190.84
2013,1,15,187.08
2013,1,16,210.26
2013,1,17,229.79
2013,1,18,232.41
2013,1,19,225.66
2013,1,20,236.72
2013,1,21,227.12
2013,1,22,226.12
2013,1,23,224.64
2013,1,24,210.19
2013,1,25,149.3
2013,1,26,134.93
2013,1,27,119.8
2013,1,28,60.9
2013,1,29,208.43
2013,1,30,169.45
2013,1,31,144.58
2013,2,1,221.15
2013,2,2,131.17
2013,2,3,167.05
2013,2,4,215.96
2013,2,5,231.56
2013,2,6,244.17
2013,2,7,238.32
2013,2,8,223.65
2013,2,9,150.23
2013,2,10,228.55
2013,2,11,245.95
2013,2,12,252.13
2013,2,13,260.71
2013,2,14,254.75
2013,2,15,249.47
2013,2,16,242.08
2013,2,17,248.34
2013,2,18,219.48
2013,2,19,204.56
2013,2,20,217.26
2013,2,21,216.97
2013,2,22,194.13
2013,2,23,268.82
2013,2,24,247.3
2013,2,25,253.88
2013,2,26,250.66
2013,2,27,234.37
2013,2,28,189.52
2013,3,1,219.2
2013,3,2,194.8
2013,3,3,59.84
2013,3,4,77.89
2013,3,5,189.52
2013,3,6,272.12
2013,3,7,271.77
2013,3,8,263.12
2013,3,9,231.92
2013,3,10,192.16
2013,3,11,198.6
2013,3,12,223.55
2013,3,13,260.69
2013,3,14,231.96
2013,3,15,176.12
2013,3,16,223.52
2013,3,17,242.03
2013,3,18,230.79
2013,3,19,256.34
2013,3,20,222.37
2013,3,21,255.62
2013,3,22,228.2
2013,3,23,253.48
2013,3,24,268.8
2013,3,25,254.75
2013,3,26,242.48
2013,3,27,273.02
2013,3,28,276.14
2013,3,29,271.59
2013,3,30,275.48
2013,3,31,267.66
2013,4,1,247.38
2013,4,2,230.65
2013,4,3,234.12
2013,4,4,258.04
2013,4,5,261.39
2013,4,6,235.76
2013,4,7,191.98
2013,4,8,217.87
2013,4,9,252.71
2013,4,10,231.76
2013,4,11,218.16
2013,4,12,211.76
2013,4,13,260.45
2013,4,14,232.04
2013,4,15,199.38
2013,4,16,149.62
2013,4,17,150.62
2013,4,18,245.36
2013,4,19,255.02
2013,4,20,280.11
2013,4,21,194.43
2013,4,22,236.76
2013,4,23,177.7
2013,4,24,280.13
2013,4,25,214.23
2013,4,26,230.77
2013,4,27,241.27
2013,4,28,244.13
2013,4,29,277
2013,4,30,283.53
2013,5,1,241.5
2013,5,2,266.05
2013,5,3,246.26
2013,5,4,226.99
2013,5,5,173.08
2013,5,6,290.92
2013,5,7,217.51
2013,5,8,241.41
2013,5,9,244.98
2013,5,10,247.58
2013,5,11,256.42
2013,5,12,220.91
2013,5,13,241.84
2013,5,14,215.39
2013,5,15,271.5
2013,5,16,260.19
2013,5,17,187.65
2013,5,18,224.82
2013,5,19,246.88
2013,5,20,206.6
2013,5,21,212.61
2013,5,22,154
2013,5,23,204.41
2013,5,24,250.92
2013,5,25,240.78
2013,5,26,257.48
2013,5,27,265.53
2013,5,28,244.63
2013,5,29,216.13
2013,5,30,206.61
2013,5,31,261.53
2013,6,1,267.95
2013,6,2,226.77
2013,6,3,195.91
2013,6,4,203.13
2013,6,5,130.7
2013,6,6,239.36
2013,6,7,267.52
2013,6,8,256.97
2013,6,9,272.8
2013,6,10,234.57
2013,6,11,106.55
2013,6,12,150.95
2013,6,13,195.46
2013,6,14,241.77
2013,6,15,282.75
2013,6,16,253.22
2013,6,17,233.02
2013,6,18,224.16
2013,6,19,206.25
2013,6,20,206.59
2013,6,21,242.27
2013,6,22,152.35
2013,6,23,93.7
2013,6,24,147.3
2013,6,25,118.88
2013,6,26,105.6
2013,6,27,244.93
2013,6,28,237.73
2013,6,29,281.2
2013,6,30,251.93
2013,7,1,274.68
2013,7,2,240.77
2013,7,3,213.81
2013,7,4,202.41
2013,7,5,264.31
2013,7,6,257.42
2013,7,7,226.79
2013,7,8,184.65
2013,7,9,181.04
2013,7,10,141.37
2013,7,11,203.17
2013,7,12,239.88
2013,7,13,254.77
2013,7,14,202.74
2013,7,15,229.46
2013,7,16,175.17
2013,7,17,199.71
2013,7,18,246.7
2013,7,19,199.04
2013,7,20,170.85
2013,7,21,176.15
2013,7,22,177.8
2013,7,23,163.48
2013,7,24,139.52
2013,7,25,198.05
2013,7,26,203.47
2013,7,27,153.9
2013,7,28,73.1
2013,7,29,138.02
2013,7,30,241.4
2013,7,31,220.53
2013,8,1,247.98
2013,8,2,212.84
2013,8,3,162.02
2013,8,4,193.85
2013,8,5,244.09
2013,8,6,234.3
2013,8,7,133.73
2013,8,8,164.65
2013,8,9,188.28
2013,8,10,229.1
2013,8,11,142.98
2013,8,12,274.68
2013,8,13,181.83
2013,8,14,225.88
2013,8,15,236.08
2013,8,16,247.79
2013,8,17,181.59
2013,8,18,185.62
2013,8,19,219.01
2013,8,20,149.91
2013,8,21,103.49
2013,8,22,128.48
2013,8,23,153.06
2013,8,24,191.74
2013,8,25,169.3
2013,8,26,208.99
2013,8,27,181.59
2013,8,28,254.46
2013,8,29,235.41
2013,8,30,183.27
2013,8,31,194.21
2013,9,1,227.05
2013,9,2,185.34
2013,9,3,216.35
2013,9,4,190.12
2013,9,5,116.57
2013,9,6,186.87
2013,9,7,181.76
2013,9,8,174.02
2013,9,9,221.04
2013,9,10,245.19
2013,9,11,196.08
2013,9,12,175.99
2013,9,13,131.88
2013,9,14,190.88
2013,9,15,165.24
2013,9,16,204.23
2013,9,17,208.95
2013,9,18,135.53
2013,9,19,92.39
2013,9,20,132.5
2013,9,21,130.35
2013,9,22,160.96
2013,9,23,209.87
2013,9,24,209.61
2013,9,25,192.64
2013,9,26,144.05
2013,9,27,140.08
2013,9,28,166.79
2013,9,29,164.44
2013,9,30,203.58
2013,10,1,169.35
2013,10,2,181.61
2013,10,3,217.77
2013,10,4,248.31
2013,10,5,255.41
2013,10,6,234.05
2013,10,7,233.25
2013,10,8,263.98
2013,10,9,257.05
2013,10,10,247.9
2013,10,11,249.15
2013,10,12,226.96
2013,10,13,226.11
2013,10,14,140.94
2013,10,15,157.34
2013,10,16,65.49
2013,10,17,151.23
2013,10,18,180.6
2013,10,19,173.52
2013,10,20,182.05
2013,10,21,171.81
2013,10,22,222.93
2013,10,23,227.54
2013,10,24,223.2
2013,10,25,102.41
2013,10,26,191.02
2013,10,27,236.17
2013,10,28,231.4
2013,10,29,230.62
2013,10,30,233.61
2013,10,31,233.45
2013,11,1,235.56
2013,11,2,239.3
2013,11,3,246.31
2013,11,4,244.95
2013,11,5,230.62
2013,11,6,170.51
2013,11,7,116.32
2013,11,8,188.64
2013,11,9,204.72
2013,11,10,190.26
2013,11,11,193.73
2013,11,12,207.05
2013,11,13,185.77
2013,11,14,197.02
2013,11,15,181.98
2013,11,16,137.93
2013,11,17,176.32
2013,11,18,173.45
2013,11,19,168.16
2013,11,20,178.29
2013,11,21,185.65
2013,11,22,195.69
2013,11,23,216.53
2013,11,24,187.62
2013,11,25,169.37
2013,11,26,196.88
2013,11,27,209.81
2013,11,28,182.94
2013,11,29,215.91
2013,11,30,221.54
2013,12,1,203.33
2013,12,2,214.53
2013,12,3,201.54
2013,12,4,217.33
2013,12,5,198.2
2013,12,6,193.83
2013,12,7,203.88
2013,12,8,208.91
2013,12,9,202.56
2013,12,10,207.69
2013,12,11,196.5
2013,12,12,202.02
2013,12,13,196.72
2013,12,14,194.89
2013,12,15,159.03
2013,12,16,31.09
2013,12,17,159.41
2013,12,18,219.84
2013,12,19,217.24
2013,12,20,217.03
2013,12,21,222.44
2013,12,22,189.68
2013,12,23,216.05
2013,12,24,199.27
2013,12,25,196.57
2013,12,26,204.95
2013,12,27,200.13
2013,12,28,203.3
2013,12,29,202.04
2013,12,30,200.75
2013,12,31,205.12
2014,1,1,214.62
2014,1,2,215.16
2014,1,3,213.93
2014,1,4,212.69
2014,1,5,215.2
2014,1,6,213.58
2014,1,7,208.59
2014,1,8,207.45
2014,1,9,219.6
2014,1,10,222.92
2014,1,11,228.05
2014,1,12,223.66
2014,1,13,228.88
2014,1,14,229.68
2014,1,15,234.71
2014,1,16,232.3
2014,1,17,230.55
2014,1,18,204.05
2014,1,19,190.08
2014,1,20,198.2
2014,1,21,197.39
2014,1,22,213.54
2014,1,23,234.41
2014,1,24,231.91
2014,1,25,228.91
2014,1,26,237.41
2014,1,27,243.31
2014,1,28,247.12
2014,1,29,241.68
2014,1,30,239.02
2014,1,31,249.7
2014,2,1,237.32
2014,2,2,232.04
2014,2,3,238.55
2014,2,4,213.26
2014,2,5,195.17
2014,2,6,211.05
2014,2,7,218.63
2014,2,8,211.34
2014,2,9,223.19
2014,2,10,219.16
2014,2,11,195.95
2014,2,12,199.09
2014,2,13,196.88
2014,2,14,180.73
2014,2,15,228.47
2014,2,16,208.99
2014,2,17,199.27
2014,2,18,210.84
2014,2,19,157.66
2014,2,20,143.34
2014,2,21,217.64
2014,2,22,249.81
2014,2,23,236.23
2014,2,24,234.26
2014,2,25,220
2014,2,26,205.12
2014,2,27,212.28
2014,2,28,196.85
2014,3,1,240.32
2014,3,2,222.91
2014,3,3,239.48
2014,3,4,236.05
2014,3,5,234.35
2014,3,6,220.29
2014,3,7,221.55
2014,3,8,198.05
2014,3,9,208.62
2014,3,10,201.69
2014,3,11,206.98
2014,3,12,225.54
2014,3,13,231.96
2014,3,14,223.35
2014,3,15,210.96
2014,3,16,224.09
2014,3,17,174.81
2014,3,18,227.97
2014,3,19,222.98
2014,3,20,229.57
2014,3,21,254.17
2014,3,22,135.23
2014,3,23,247.38
2014,3,24,243.56
2014,3,25,229.38
2014,3,26,243.56
2014,3,27,215.66
2014,3,28,213.05
2014,3,29,261.52
2014,3,30,272.51
2014,3,31,285.47
2014,4,1,275.77
2014,4,2,279.91
2014,4,3,227.76
2014,4,4,184.49
2014,4,5,179.3
2014,4,6,219.7
2014,4,7,228.45
2014,4,8,233.7
2014,4,9,256.41
2014,4,10,228.53
2014,4,11,195.91
2014,4,12,231.59
2014,4,13,231.68
2014,4,14,214.19
2014,4,15,167.2
2014,4,16,247.92
2014,4,17,230.12
2014,4,18,228.29
2014,4,19,216.12
2014,4,20,237.14
2014,4,21,222.64
2014,4,22,237.91
2014,4,23,222.43
2014,4,24,242.8
2014,4,25,232.92
2014,4,26,261.79
2014,4,27,228.85
2014,4,28,207.79
2014,4,29,104.03
2014,4,30,213.83
2014,5,1,203.59
2014,5,2,215.38
2014,5,3,167.47
2014,5,4,244.43
2014,5,5,223.28
2014,5,6,175.52
2014,5,7,203.51
2014,5,8,269.51
2014,5,9,256.29
2014,5,10,293.91
2014,5,11,275.79
2014,5,12,260.79
2014,5,13,221.6
2014,5,14,282.79
2014,5,15,268.83
2014,5,16,255.16
2014,5,17,219.6
2014,5,18,278.2
2014,5,19,249.16
2014,5,20,289.25
2014,5,21,286.02
2014,5,22,299.72
2014,5,23,296.81
2014,5,24,296.93
2014,5,25,273.86
2014,5,26,267.55
2014,5,27,266.16
2014,5,28,265.93
2014,5,29,221.22
2014,5,30,264.7
2014,5,31,243.97
2014,6,1,270.83
2014,6,2,267.8
2014,6,3,278.36
2014,6,4,279.48
2014,6,5,254.02
2014,6,6,232.43
2014,6,7,213.73
2014,6,8,244.57
2014,6,9,229.74
2014,6,10,206.84
2014,6,11,215.03
2014,6,12,198.23
2014,6,13,180.86
2014,6,14,175.97
2014,6,15,224.76
2014,6,16,217.08
2014,6,17,201.65
2014,6,18,184.86
2014,6,19,198.37
2014,6,20,196.77
2014,6,21,249.1
2014,6,22,150.22
2014,6,23,106.49
2014,6,24,219.48
2014,6,25,223.25
2014,6,26,195.05
2014,6,27,253.38
2014,6,28,241.89
2014,6,29,163.45
2014,6,30,165.29
2014,7,1,198.79
2014,7,2,188.25
2014,7,3,241.18
2014,7,4,271.23
2014,7,5,239.75
2014,7,6,233.76
2014,7,7,170.84
2014,7,8,220.34
2014,7,9,226.67
2014,7,10,210.75
2014,7,11,186.22
2014,7,12,160.85
2014,7,13,130.88
2014,7,14,169.55
2014,7,15,178.66
2014,7,16,170.5
2014,7,17,210.47
2014,7,18,180.98
2014,7,19,102.62
2014,7,20,161.07
2014,7,21,206.62
2014,7,22,197.27
2014,7,23,169.1
2014,7,24,229.3
2014,7,25,215.89
2014,7,26,145.91
2014,7,27,122.57
2014,7,28,161
2014,7,29,183.03
2014,7,30,145.41
2014,7,31,172.91
2014,8,1,235.08
2014,8,2,213.41
2014,8,3,183.06
2014,8,4,175.06
2014,8,5,99.13
2014,8,6,153.75
2014,8,7,179.08
2014,8,8,227.2
2014,8,9,173.8
2014,8,10,237.8
2014,8,11,235.2
2014,8,12,242.82
2014,8,13,198.77
2014,8,14,165.18
2014,8,15,193.98
2014,8,16,181.01
2014,8,17,288.27
2014,8,18,263.6
2014,8,19,187.22
2014,8,20,221.45
2014,8,21,195
2014,8,22,198.91
2014,8,23,161.77
2014,8,24,239.49
2014,8,25,241.87
2014,8,26,230.22
2014,8,27,215.47
2014,8,28,163.37
2014,8,29,172.95
2014,8,30,134.73
2014,8,31,244.48
2014,9,1,162.57
2014,9,2,153.03
2014,9,3,191.88
2014,9,4,168.05
2014,9,5,147.06
2014,9,6,229.58
2014,9,7,243.07
2014,9,8,250.69
2014,9,9,263.49
2014,9,10,220.73
2014,9,11,221.8
2014,9,12,239.96
2014,9,13,210.87
2014,9,14,209.08
2014,9,15,224.66
2014,9,16,163.55
2014,9,17,201.81
2014,9,18,198.5
2014,9,19,243.05
2014,9,20,245.45
2014,9,21,205.51
2014,9,22,124.5
2014,9,23,190.57
2014,9,24,78.09
2014,9,25,121.45
2014,9,26,214.92
2014,9,27,243.91
2014,9,28,224.14
2014,9,29,218.43
2014,9,30,221.68
2014,10,1,220.28
2014,10,2,264.31
2014,10,3,274.14
2014,10,4,263.99
2014,10,5,239.16
2014,10,6,161.02
2014,10,7,224.94
2014,10,8,150.31
2014,10,9,231.82
2014,10,10,235.51
2014,10,11,168.16
2014,10,12,247.59
2014,10,13,251.27
2014,10,14,233.04
2014,10,15,235.37
2014,10,16,248.04
2014,10,17,204.59
2014,10,18,224.7
2014,10,19,175.5
2014,10,20,219.47
2014,10,21,192.11
2014,10,22,237.18
2014,10,23,180.06
2014,10,24,161.33
2014,10,25,188.15
2014,10,26,203.73
2014,10,27,236.4
2014,10,28,190.2
2014,10,29,207.63
2014,10,30,203.3
2014,10,31,234.17
2014,11,1,220.42
2014,11,2,225.95
2014,11,3,207.15
2014,11,4,215.68
2014,11,5,177.27
2014,11,6,173.03
2014,11,7,152.18
2014,11,8,192.98
2014,11,9,163.62
2014,11,10,236.87
